sweep,system_E,demon_E,magnetization,M2,acceptance
0,-100.0,80.0,100,10000,0.0
1,-24.0,4.0,42,1764,0.81
2,-24.0,4.0,32,1024,0.69
3,-20.0,0.0,22,484,0.79
4,-20.0,0.0,10,100,0.8
5,-20.0,0.0,-20,400,0.67
6,-20.0,0.0,2,4,0.79
7,-20.0,0.0,-2,4,0.72
8,-20.0,0.0,4,16,0.81
9,-20.0,0.0,-8,64,0.74
10,-24.0,4.0,-12,144,0.68
11,-20.0,0.0,-22,484,0.81
12,-20.0,0.0,6,36,0.78
13,-24.0,4.0,-6,36,0.88
14,-28.0,8.0,-12,144,0.85
15,-24.0,4.0,-4,16,0.9
16,-20.0,0.0,10,100,0.79
17,-24.0,4.0,-2,4,0.78
18,-24.0,4.0,0,0,0.73
19,-20.0,0.0,2,4,0.69
20,-24.0,4.0,-20,400,0.67
21,-24.0,4.0,-20,400,0.8
22,-20.0,0.0,-24,576,0.76
23,-20.0,0.0,-10,100,0.77
24,-28.0,8.0,-2,4,0.68
25,-20.0,0.0,-6,36,0.7
26,-24.0,4.0,2,4,0.86
27,-24.0,4.0,6,36,0.58
28,-24.0,4.0,-22,484,0.78
29,-20.0,0.0,0,0,0.85
30,-20.0,0.0,-10,100,0.71
31,-20.0,0.0,-8,64,0.85
32,-20.0,0.0,-10,100,0.89
33,-24.0,4.0,-18,324,0.8
34,-20.0,0.0,6,36,0.74
35,-24.0,4.0,18,324,0.76
36,-20.0,0.0,-12,144,0.69
37,-20.0,0.0,-28,784,0.74
38,-20.0,0.0,-14,196,0.71
39,-20.0,0.0,2,4,0.7
40,-24.0,4.0,2,4,0.78
41,-20.0,0.0,12,144,0.83
42,-20.0,0.0,8,64,0.9
43,-20.0,0.0,-16,256,0.76
44,-20.0,0.0,4,16,0.8
45,-20.0,0.0,20,400,0.9
46,-24.0,4.0,-10,100,0.93
47,-20.0,0.0,10,100,0.72
48,-20.0,0.0,0,0,0.75
49,-20.0,0.0,-8,64,0.76
50,-20.0,0.0,18,324,0.81
51,-20.0,0.0,-8,64,0.75
52,-24.0,4.0,-10,100,0.83
53,-24.0,4.0,-2,4,0.78
54,-20.0,0.0,4,16,0.81
55,-20.0,0.0,-4,16,0.74
56,-20.0,0.0,-6,36,0.75
57,-20.0,0.0,2,4,0.76
58,-24.0,4.0,-2,4,0.88
59,-20.0,0.0,8,64,0.77
60,-20.0,0.0,16,256,0.74
61,-32.0,12.0,24,576,0.76
62,-20.0,0.0,18,324,0.75
63,-24.0,4.0,4,16,0.75
64,-20.0,0.0,-10,100,0.79
65,-20.0,0.0,6,36,0.82
66,-24.0,4.0,14,196,0.76
67,-20.0,0.0,4,16,0.79
68,-20.0,0.0,-6,36,0.67
69,-20.0,0.0,4,16,0.83
70,-24.0,4.0,14,196,0.83
71,-20.0,0.0,12,144,0.83
72,-24.0,4.0,14,196,0.77
73,-32.0,12.0,10,100,0.78
74,-24.0,4.0,10,100,0.82
75,-20.0,0.0,10,100,0.78
76,-20.0,0.0,8,64,0.69
77,-20.0,0.0,30,900,0.81
78,-24.0,4.0,30,900,0.72
79,-28.0,8.0,16,256,0.85
80,-24.0,4.0,-2,4,0.85
81,-20.0,0.0,-12,144,0.71
82,-20.0,0.0,-16,256,0.78
83,-28.0,8.0,4,16,0.74
84,-24.0,4.0,-12,144,0.82
85,-20.0,0.0,6,36,0.83
86,-20.0,0.0,-18,324,0.84
87,-24.0,4.0,-10,100,0.78
88,-24.0,4.0,-6,36,0.84
89,-24.0,4.0,8,64,0.67
90,-20.0,0.0,18,324,0.81
91,-20.0,0.0,6,36,0.76
92,-28.0,8.0,4,16,0.81
93,-24.0,4.0,0,0,0.72
94,-28.0,8.0,6,36,0.87
95,-24.0,4.0,-6,36,0.86
96,-32.0,12.0,0,0,0.73
97,-20.0,0.0,10,100,0.87
98,-24.0,4.0,4,16,0.85
99,-24.0,4.0,16,256,0.84
100,-20.0,0.0,8,64,0.74
101,-24.0,4.0,10,100,0.77
102,-20.0,0.0,10,100,0.54
103,-20.0,0.0,8,64,0.81
104,-20.0,0.0,14,196,0.69
105,-28.0,8.0,12,144,0.85
106,-24.0,4.0,4,16,0.8
107,-20.0,0.0,-14,196,0.87
108,-28.0,8.0,-8,64,0.83
109,-20.0,0.0,-10,100,0.87
110,-20.0,0.0,4,16,0.83
111,-24.0,4.0,18,324,0.69
112,-28.0,8.0,22,484,0.8
113,-20.0,0.0,8,64,0.87
114,-20.0,0.0,4,16,0.68
115,-24.0,4.0,12,144,0.76
116,-20.0,0.0,-2,4,0.75
117,-24.0,4.0,2,4,0.7
118,-28.0,8.0,20,400,0.89
119,-24.0,4.0,18,324,0.79
120,-20.0,0.0,12,144,0.87
121,-20.0,0.0,6,36,0.83
122,-20.0,0.0,4,16,0.81
123,-20.0,0.0,-8,64,0.8
124,-20.0,0.0,0,0,0.8
125,-28.0,8.0,-4,16,0.78
126,-20.0,0.0,4,16,0.88
127,-20.0,0.0,-2,4,0.73
128,-24.0,4.0,14,196,0.66
129,-28.0,8.0,16,256,0.81
130,-20.0,0.0,8,64,0.76
131,-20.0,0.0,6,36,0.77
132,-20.0,0.0,-8,64,0.65
133,-32.0,12.0,-8,64,0.78
134,-32.0,12.0,-26,676,0.87
135,-24.0,4.0,4,16,0.75
136,-24.0,4.0,-6,36,0.85
137,-20.0,0.0,-2,4,0.78
138,-24.0,4.0,28,784,0.75
139,-24.0,4.0,2,4,0.83
140,-24.0,4.0,0,0,0.67
141,-32.0,12.0,-4,16,0.82
142,-28.0,8.0,12,144,0.86
143,-20.0,0.0,8,64,0.86
144,-28.0,8.0,0,0,0.76
145,-20.0,0.0,8,64,0.82
146,-24.0,4.0,-4,16,0.72
147,-20.0,0.0,-14,196,0.75
148,-24.0,4.0,0,0,0.79
149,-20.0,0.0,10,100,0.83
150,-20.0,0.0,6,36,0.72
151,-24.0,4.0,2,4,0.72
152,-20.0,0.0,18,324,0.72
153,-20.0,0.0,22,484,0.68
154,-20.0,0.0,18,324,0.76
155,-20.0,0.0,-8,64,0.85
156,-36.0,16.0,0,0,0.74
157,-28.0,8.0,-4,16,0.74
158,-28.0,8.0,-8,64,0.84
159,-24.0,4.0,2,4,0.93
160,-24.0,4.0,24,576,0.77
161,-20.0,0.0,4,16,0.78
162,-20.0,0.0,-6,36,0.85
163,-28.0,8.0,-14,196,0.88
164,-24.0,4.0,4,16,0.75
165,-20.0,0.0,14,196,0.83
166,-20.0,0.0,4,16,0.69
167,-28.0,8.0,6,36,0.77
168,-20.0,0.0,4,16,0.79
169,-24.0,4.0,0,0,0.8
170,-20.0,0.0,-6,36,0.71
171,-24.0,4.0,0,0,0.71
172,-20.0,0.0,-6,36,0.81
173,-20.0,0.0,-4,16,0.77
174,-20.0,0.0,-12,144,0.68
175,-20.0,0.0,10,100,0.81
176,-20.0,0.0,-8,64,0.75
177,-24.0,4.0,4,16,0.88
178,-20.0,0.0,-4,16,0.74
179,-28.0,8.0,-2,4,0.79
180,-24.0,4.0,-4,16,0.83
181,-24.0,4.0,-16,256,0.8
182,-24.0,4.0,-10,100,0.81
183,-20.0,0.0,-22,484,0.68
184,-20.0,0.0,0,0,0.77
185,-24.0,4.0,-14,196,0.93
186,-20.0,0.0,-6,36,0.76
187,-20.0,0.0,6,36,0.72
188,-20.0,0.0,8,64,0.65
189,-28.0,8.0,2,4,0.73
190,-24.0,4.0,-12,144,0.85
191,-20.0,0.0,-26,676,0.81
192,-20.0,0.0,-14,196,0.74
193,-20.0,0.0,-12,144,0.77
194,-24.0,4.0,-6,36,0.81
195,-24.0,4.0,-2,4,0.88
196,-20.0,0.0,14,196,0.76
197,-24.0,4.0,20,400,0.77
198,-20.0,0.0,22,484,0.79
199,-24.0,4.0,14,196,0.74
200,-20.0,0.0,-2,4,0.78
201,-20.0,0.0,-24,576,0.83
202,-20.0,0.0,2,4,0.73
203,-20.0,0.0,-6,36,0.78
204,-24.0,4.0,24,576,0.81
205,-20.0,0.0,6,36,0.73
206,-20.0,0.0,18,324,0.72
207,-28.0,8.0,6,36,0.84
208,-24.0,4.0,0,0,0.81
209,-20.0,0.0,-22,484,0.67
210,-28.0,8.0,-10,100,0.74
211,-20.0,0.0,16,256,0.85
212,-24.0,4.0,-4,16,0.7
213,-24.0,4.0,-4,16,0.68
214,-24.0,4.0,-22,484,0.67
215,-20.0,0.0,-12,144,0.79
216,-24.0,4.0,-12,144,0.84
217,-20.0,0.0,2,4,0.69
218,-24.0,4.0,10,100,0.84
219,-24.0,4.0,-12,144,0.73
220,-20.0,0.0,8,64,0.8
221,-20.0,0.0,18,324,0.75
222,-20.0,0.0,0,0,0.67
223,-20.0,0.0,-10,100,0.85
224,-20.0,0.0,12,144,0.83
225,-32.0,12.0,-2,4,0.81
226,-24.0,4.0,-16,256,0.81
227,-20.0,0.0,2,4,0.87
228,-20.0,0.0,-12,144,0.79
229,-20.0,0.0,-6,36,0.77
230,-20.0,0.0,8,64,0.69
231,-24.0,4.0,6,36,0.71
232,-20.0,0.0,10,100,0.92
233,-20.0,0.0,14,196,0.76
234,-20.0,0.0,-4,16,0.79
235,-20.0,0.0,-8,64,0.78
236,-24.0,4.0,-12,144,0.8
237,-24.0,4.0,2,4,0.73
238,-20.0,0.0,12,144,0.77
239,-24.0,4.0,-4,16,0.84
240,-24.0,4.0,-16,256,0.82
241,-20.0,0.0,-10,100,0.83
242,-20.0,0.0,0,0,0.71
243,-24.0,4.0,-8,64,0.76
244,-20.0,0.0,-16,256,0.8
245,-20.0,0.0,-8,64,0.74
246,-24.0,4.0,-14,196,0.75
247,-20.0,0.0,-8,64,0.89
248,-20.0,0.0,-4,16,0.78
249,-20.0,0.0,-12,144,0.72
250,-20.0,0.0,-14,196,0.77
251,-32.0,12.0,-2,4,0.84
252,-28.0,8.0,-10,100,0.82
253,-20.0,0.0,18,324,0.84
254,-20.0,0.0,12,144,0.79
255,-20.0,0.0,6,36,0.81
256,-20.0,0.0,14,196,0.8
257,-28.0,8.0,-8,64,0.85
258,-20.0,0.0,20,400,0.7
259,-20.0,0.0,18,324,0.71
260,-20.0,0.0,16,256,0.77
261,-20.0,0.0,0,0,0.7
262,-20.0,0.0,-2,4,0.77
263,-24.0,4.0,-4,16,0.81
264,-20.0,0.0,-12,144,0.76
265,-20.0,0.0,-10,100,0.65
266,-20.0,0.0,-14,196,0.88
267,-20.0,0.0,14,196,0.88
268,-20.0,0.0,6,36,0.74
269,-20.0,0.0,8,64,0.75
270,-28.0,8.0,-4,16,0.64
271,-20.0,0.0,-4,16,0.9
272,-24.0,4.0,12,144,0.74
273,-24.0,4.0,-4,16,0.66
274,-20.0,0.0,-4,16,0.78
275,-20.0,0.0,-4,16,0.86
276,-32.0,12.0,24,576,0.76
277,-20.0,0.0,20,400,0.66
278,-20.0,0.0,14,196,0.83
279,-24.0,4.0,-2,4,0.8
280,-32.0,12.0,14,196,0.84
281,-24.0,4.0,6,36,0.74
282,-28.0,8.0,4,16,0.85
283,-24.0,4.0,10,100,0.73
284,-24.0,4.0,4,16,0.75
285,-32.0,12.0,2,4,0.75
286,-24.0,4.0,0,0,0.81
287,-20.0,0.0,0,0,0.78
288,-28.0,8.0,-6,36,0.69
289,-20.0,0.0,-6,36,0.74
290,-20.0,0.0,-12,144,0.79
291,-24.0,4.0,-8,64,0.72
292,-24.0,4.0,-4,16,0.78
293,-24.0,4.0,0,0,0.86
294,-28.0,8.0,8,64,0.86
295,-20.0,0.0,-28,784,0.9
296,-20.0,0.0,-20,400,0.8
297,-24.0,4.0,-16,256,0.78
298,-20.0,0.0,4,16,0.72
299,-20.0,0.0,-24,576,0.78
300,-24.0,4.0,-2,4,0.79
301,-24.0,4.0,10,100,0.86
302,-20.0,0.0,12,144,0.75
303,-20.0,0.0,14,196,0.83
304,-20.0,0.0,4,16,0.71
305,-24.0,4.0,-2,4,0.81
306,-24.0,4.0,-2,4,0.86
307,-20.0,0.0,8,64,0.75
308,-20.0,0.0,-12,144,0.74
309,-20.0,0.0,0,0,0.78
310,-20.0,0.0,8,64,0.82
311,-20.0,0.0,-12,144,0.7
312,-20.0,0.0,6,36,0.69
313,-20.0,0.0,6,36,0.84
314,-20.0,0.0,6,36,0.76
315,-20.0,0.0,14,196,0.76
316,-20.0,0.0,-2,4,0.86
317,-20.0,0.0,0,0,0.71
318,-20.0,0.0,8,64,0.78
319,-28.0,8.0,18,324,0.79
320,-28.0,8.0,22,484,0.84
321,-20.0,0.0,22,484,0.72
322,-24.0,4.0,-6,36,0.74
323,-20.0,0.0,-20,400,0.77
324,-24.0,4.0,0,0,0.74
325,-24.0,4.0,-14,196,0.79
326,-20.0,0.0,-18,324,0.86
327,-20.0,0.0,-10,100,0.68
328,-20.0,0.0,-20,400,0.75
329,-20.0,0.0,-4,16,0.76
330,-20.0,0.0,10,100,0.79
331,-24.0,4.0,20,400,0.67
332,-20.0,0.0,6,36,0.77
333,-20.0,0.0,18,324,0.78
334,-28.0,8.0,26,676,0.84
335,-24.0,4.0,-10,100,0.92
336,-20.0,0.0,-14,196,0.82
337,-24.0,4.0,8,64,0.75
338,-20.0,0.0,6,36,0.83
339,-24.0,4.0,-12,144,0.93
340,-20.0,0.0,4,16,0.84
341,-24.0,4.0,-4,16,0.72
342,-20.0,0.0,-6,36,0.79
343,-28.0,8.0,18,324,0.78
344,-24.0,4.0,10,100,0.74
345,-28.0,8.0,-4,16,0.83
346,-32.0,12.0,10,100,0.71
347,-20.0,0.0,-6,36,0.7
348,-24.0,4.0,-20,400,0.79
349,-20.0,0.0,0,0,0.84
350,-24.0,4.0,-16,256,0.76
351,-20.0,0.0,-22,484,0.65
352,-24.0,4.0,-18,324,0.8
353,-28.0,8.0,-6,36,0.82
354,-28.0,8.0,4,16,0.87
355,-24.0,4.0,-4,16,0.84
356,-20.0,0.0,-12,144,0.86
357,-20.0,0.0,-2,4,0.79
358,-20.0,0.0,-2,4,0.78
359,-20.0,0.0,6,36,0.76
360,-28.0,8.0,-4,16,0.81
361,-20.0,0.0,-10,100,0.81
362,-40.0,20.0,-10,100,0.74
363,-20.0,0.0,4,16,0.81
364,-20.0,0.0,-14,196,0.79
365,-28.0,8.0,-10,100,0.64
366,-24.0,4.0,-2,4,0.86
367,-20.0,0.0,8,64,0.71
368,-20.0,0.0,8,64,0.76
369,-28.0,8.0,22,484,0.77
370,-28.0,8.0,6,36,0.82
371,-20.0,0.0,0,0,0.79
372,-20.0,0.0,-2,4,0.83
373,-24.0,4.0,-10,100,0.8
374,-28.0,8.0,6,36,0.74
375,-24.0,4.0,6,36,0.82
376,-20.0,0.0,16,256,0.85
377,-24.0,4.0,-12,144,0.74
378,-20.0,0.0,4,16,0.78
379,-20.0,0.0,-8,64,0.74
380,-20.0,0.0,-16,256,0.72
381,-28.0,8.0,-10,100,0.71
382,-20.0,0.0,-4,16,0.71
383,-20.0,0.0,-16,256,0.86
384,-24.0,4.0,4,16,0.64
385,-20.0,0.0,12,144,0.74
386,-20.0,0.0,18,324,0.75
387,-28.0,8.0,14,196,0.86
388,-20.0,0.0,16,256,0.87
389,-20.0,0.0,-10,100,0.79
390,-20.0,0.0,0,0,0.87
391,-24.0,4.0,-10,100,0.75
392,-20.0,0.0,-16,256,0.83
393,-24.0,4.0,14,196,0.73
394,-20.0,0.0,-2,4,0.74
395,-28.0,8.0,-4,16,0.73
396,-20.0,0.0,0,0,0.82
397,-24.0,4.0,4,16,0.78
398,-20.0,0.0,12,144,0.74
399,-32.0,12.0,-8,64,0.74
400,-20.0,0.0,0,0,0.76
401,-24.0,4.0,2,4,0.81
402,-20.0,0.0,-6,36,0.74
403,-20.0,0.0,-24,576,0.67
404,-20.0,0.0,0,0,0.76
405,-24.0,4.0,0,0,0.82
406,-20.0,0.0,2,4,0.73
407,-20.0,0.0,-4,16,0.73
408,-20.0,0.0,-8,64,0.72
409,-20.0,0.0,2,4,0.71
410,-20.0,0.0,-10,100,0.84
411,-20.0,0.0,10,100,0.8
412,-32.0,12.0,2,4,0.72
413,-24.0,4.0,2,4,0.78
414,-24.0,4.0,-2,4,0.74
415,-20.0,0.0,-2,4,0.68
416,-24.0,4.0,-2,4,0.84
417,-20.0,0.0,-26,676,0.8
418,-20.0,0.0,18,324,0.8
419,-20.0,0.0,4,16,0.67
420,-20.0,0.0,-8,64,0.74
421,-20.0,0.0,0,0,0.82
422,-20.0,0.0,18,324,0.81
423,-24.0,4.0,22,484,0.78
424,-20.0,0.0,18,324,0.74
425,-20.0,0.0,4,16,0.75
426,-20.0,0.0,-18,324,0.83
427,-24.0,4.0,-12,144,0.83
428,-24.0,4.0,-20,400,0.72
429,-20.0,0.0,4,16,0.76
430,-20.0,0.0,20,400,0.76
431,-24.0,4.0,4,16,0.84
432,-20.0,0.0,28,784,0.78
433,-24.0,4.0,18,324,0.73
434,-20.0,0.0,6,36,0.76
435,-20.0,0.0,12,144,0.73
436,-24.0,4.0,20,400,0.86
437,-24.0,4.0,6,36,0.71
438,-20.0,0.0,20,400,0.83
439,-24.0,4.0,4,16,0.8
440,-20.0,0.0,8,64,0.76
441,-20.0,0.0,16,256,0.74
442,-24.0,4.0,16,256,0.8
443,-20.0,0.0,10,100,0.67
444,-24.0,4.0,2,4,0.84
445,-20.0,0.0,-8,64,0.77
446,-20.0,0.0,2,4,0.71
447,-20.0,0.0,10,100,0.82
448,-20.0,0.0,16,256,0.71
449,-20.0,0.0,2,4,0.79
450,-20.0,0.0,-26,676,0.7
451,-20.0,0.0,-26,676,0.86
452,-20.0,0.0,-8,64,0.75
453,-28.0,8.0,-24,576,0.72
454,-20.0,0.0,-14,196,0.77
455,-28.0,8.0,-6,36,0.76
456,-40.0,20.0,8,64,0.91
457,-24.0,4.0,36,1296,0.76
458,-24.0,4.0,30,900,0.69
459,-20.0,0.0,26,676,0.78
460,-20.0,0.0,22,484,0.8
461,-20.0,0.0,4,16,0.71
462,-20.0,0.0,-6,36,0.79
463,-20.0,0.0,0,0,0.83
464,-20.0,0.0,-8,64,0.86
465,-24.0,4.0,-2,4,0.71
466,-28.0,8.0,12,144,0.75
467,-20.0,0.0,12,144,0.88
468,-28.0,8.0,-2,4,0.67
469,-24.0,4.0,6,36,0.8
470,-24.0,4.0,-12,144,0.71
471,-28.0,8.0,-10,100,0.89
472,-20.0,0.0,8,64,0.81
473,-20.0,0.0,-4,16,0.78
474,-20.0,0.0,2,4,0.77
475,-20.0,0.0,34,1156,0.74
476,-24.0,4.0,22,484,0.68
477,-28.0,8.0,14,196,0.82
478,-20.0,0.0,12,144,0.71
479,-24.0,4.0,12,144,0.74
480,-28.0,8.0,26,676,0.79
481,-24.0,4.0,10,100,0.7
482,-28.0,8.0,-10,100,0.74
483,-20.0,0.0,-2,4,0.76
484,-20.0,0.0,4,16,0.79
485,-20.0,0.0,0,0,0.86
486,-28.0,8.0,2,4,0.75
487,-24.0,4.0,-8,64,0.85
488,-20.0,0.0,4,16,0.82
489,-24.0,4.0,-16,256,0.72
490,-20.0,0.0,6,36,0.85
491,-24.0,4.0,14,196,0.92
492,-20.0,0.0,2,4,0.94
493,-24.0,4.0,-16,256,0.77
494,-20.0,0.0,-14,196,0.75
495,-20.0,0.0,-8,64,0.83
496,-24.0,4.0,8,64,0.82
497,-20.0,0.0,6,36,0.79
498,-20.0,0.0,-2,4,0.86
499,-24.0,4.0,-4,16,0.65
500,-20.0,0.0,-6,36,0.91
501,-28.0,8.0,0,0,0.77
502,-20.0,0.0,-12,144,0.88
503,-28.0,8.0,14,196,0.83
504,-24.0,4.0,12,144,0.77
505,-24.0,4.0,4,16,0.86
506,-28.0,8.0,-12,144,0.8
507,-20.0,0.0,-12,144,0.82
508,-24.0,4.0,16,256,0.72
509,-20.0,0.0,16,256,0.8
510,-20.0,0.0,6,36,0.83
511,-20.0,0.0,6,36,0.84
512,-24.0,4.0,-8,64,0.81
513,-20.0,0.0,0,0,0.8
514,-28.0,8.0,-14,196,0.75
515,-20.0,0.0,0,0,0.71
516,-20.0,0.0,-20,400,0.78
517,-20.0,0.0,-6,36,0.81
518,-20.0,0.0,22,484,0.7
519,-24.0,4.0,18,324,0.8
520,-20.0,0.0,4,16,0.79
521,-20.0,0.0,-6,36,0.83
522,-24.0,4.0,10,100,0.68
523,-28.0,8.0,28,784,0.75
524,-32.0,12.0,44,1936,0.84
525,-24.0,4.0,4,16,0.92
526,-24.0,4.0,-8,64,0.78
527,-28.0,8.0,-4,16,0.8
528,-20.0,0.0,-4,16,0.68
529,-24.0,4.0,12,144,0.84
530,-28.0,8.0,26,676,0.81
531,-20.0,0.0,18,324,0.8
532,-20.0,0.0,-4,16,0.79
533,-20.0,0.0,14,196,0.69
534,-24.0,4.0,-8,64,0.75
535,-20.0,0.0,0,0,0.8
536,-20.0,0.0,-2,4,0.65
537,-20.0,0.0,6,36,0.76
538,-20.0,0.0,8,64,0.71
539,-20.0,0.0,16,256,0.8
540,-20.0,0.0,28,784,0.6
541,-20.0,0.0,4,16,0.82
542,-20.0,0.0,-12,144,0.84
543,-24.0,4.0,-12,144,0.66
544,-20.0,0.0,-14,196,0.77
545,-28.0,8.0,-16,256,0.69
546,-20.0,0.0,-18,324,0.81
547,-20.0,0.0,4,16,0.83
548,-28.0,8.0,2,4,0.81
549,-20.0,0.0,-34,1156,0.78
550,-20.0,0.0,-6,36,0.78
551,-24.0,4.0,4,16,0.81
552,-20.0,0.0,-14,196,0.65
553,-24.0,4.0,-24,576,0.87
554,-24.0,4.0,-14,196,0.79
555,-20.0,0.0,-20,400,0.81
556,-20.0,0.0,0,0,0.8
557,-20.0,0.0,10,100,0.79
558,-28.0,8.0,-22,484,0.84
559,-28.0,8.0,-18,324,0.84
560,-20.0,0.0,-10,100,0.7
561,-24.0,4.0,22,484,0.78
562,-28.0,8.0,32,1024,0.85
563,-20.0,0.0,-10,100,0.79
564,-20.0,0.0,-36,1296,0.79
565,-24.0,4.0,-28,784,0.84
566,-28.0,8.0,-36,1296,0.8
567,-20.0,0.0,-20,400,0.8
568,-20.0,0.0,-16,256,0.74
569,-20.0,0.0,-24,576,0.82
570,-20.0,0.0,0,0,0.72
571,-24.0,4.0,2,4,0.75
572,-20.0,0.0,2,4,0.72
573,-32.0,12.0,8,64,0.87
574,-24.0,4.0,12,144,0.88
575,-20.0,0.0,0,0,0.88
576,-28.0,8.0,-26,676,0.81
577,-20.0,0.0,-8,64,0.81
578,-24.0,4.0,-14,196,0.73
579,-24.0,4.0,-12,144,0.83
580,-24.0,4.0,-6,36,0.73
581,-28.0,8.0,-8,64,0.75
582,-28.0,8.0,-18,324,0.81
583,-20.0,0.0,-12,144,0.89
584,-24.0,4.0,-12,144,0.82
585,-28.0,8.0,24,576,0.76
586,-24.0,4.0,16,256,0.68
587,-24.0,4.0,10,100,0.83
588,-24.0,4.0,-4,16,0.69
589,-20.0,0.0,10,100,0.81
590,-24.0,4.0,10,100,0.72
591,-28.0,8.0,6,36,0.72
592,-20.0,0.0,2,4,0.84
593,-20.0,0.0,-8,64,0.79
594,-20.0,0.0,-6,36,0.71
595,-20.0,0.0,10,100,0.78
596,-24.0,4.0,2,4,0.84
597,-28.0,8.0,-14,196,0.78
598,-24.0,4.0,14,196,0.78
599,-28.0,8.0,2,4,0.76
