sweep,system_E,demon_E,magnetization,M2,acceptance
600,-24.0,4.0,26,676,0.8
601,-24.0,4.0,30,900,0.84
602,-20.0,0.0,0,0,0.81
603,-24.0,4.0,-18,324,0.91
604,-20.0,0.0,-18,324,0.68
605,-24.0,4.0,-26,676,0.74
606,-20.0,0.0,-6,36,0.74
607,-24.0,4.0,8,64,0.75
608,-20.0,0.0,-4,16,0.72
609,-24.0,4.0,8,64,0.9
610,-20.0,0.0,18,324,0.81
611,-36.0,16.0,12,144,0.75
612,-20.0,0.0,8,64,0.86
613,-20.0,0.0,-16,256,0.84
614,-20.0,0.0,0,0,0.74
615,-28.0,8.0,0,0,0.84
616,-20.0,0.0,-20,400,0.88
617,-20.0,0.0,-6,36,0.73
618,-20.0,0.0,2,4,0.72
619,-24.0,4.0,10,100,0.82
620,-20.0,0.0,0,0,0.81
621,-20.0,0.0,-4,16,0.78
622,-24.0,4.0,-6,36,0.79
623,-20.0,0.0,-18,324,0.72
624,-20.0,0.0,-14,196,0.64
625,-20.0,0.0,4,16,0.87
626,-24.0,4.0,-2,4,0.73
627,-24.0,4.0,8,64,0.77
628,-24.0,4.0,-4,16,0.72
629,-20.0,0.0,4,16,0.9
630,-20.0,0.0,0,0,0.84
631,-20.0,0.0,-2,4,0.85
632,-20.0,0.0,-6,36,0.9
633,-20.0,0.0,-28,784,0.85
634,-20.0,0.0,2,4,0.83
635,-32.0,12.0,2,4,0.72
636,-20.0,0.0,8,64,0.83
637,-24.0,4.0,14,196,0.83
638,-20.0,0.0,24,576,0.77
639,-20.0,0.0,12,144,0.72
640,-20.0,0.0,10,100,0.65
641,-20.0,0.0,-12,144,0.75
642,-28.0,8.0,0,0,0.76
643,-28.0,8.0,14,196,0.81
644,-24.0,4.0,6,36,0.86
645,-20.0,0.0,4,16,0.75
646,-20.0,0.0,0,0,0.7
647,-32.0,12.0,-18,324,0.75
648,-24.0,4.0,-16,256,0.75
649,-20.0,0.0,-14,196,0.79
650,-24.0,4.0,-8,64,0.79
651,-20.0,0.0,0,0,0.78
652,-24.0,4.0,10,100,0.69
653,-24.0,4.0,4,16,0.75
654,-24.0,4.0,-6,36,0.77
655,-28.0,8.0,4,16,0.67
656,-20.0,0.0,-10,100,0.71
657,-20.0,0.0,-10,100,0.74
658,-20.0,0.0,10,100,0.86
659,-24.0,4.0,-8,64,0.67
660,-20.0,0.0,-2,4,0.75
661,-28.0,8.0,4,16,0.79
662,-20.0,0.0,8,64,0.8
663,-20.0,0.0,4,16,0.8
664,-20.0,0.0,2,4,0.81
665,-20.0,0.0,4,16,0.65
666,-20.0,0.0,12,144,0.8
667,-32.0,12.0,-12,144,0.64
668,-20.0,0.0,-26,676,0.87
669,-20.0,0.0,-6,36,0.88
670,-24.0,4.0,-6,36,0.78
671,-32.0,12.0,8,64,0.81
672,-20.0,0.0,22,484,0.77
673,-20.0,0.0,-2,4,0.8
674,-20.0,0.0,6,36,0.8
675,-20.0,0.0,0,0,0.61
676,-24.0,4.0,10,100,0.83
677,-20.0,0.0,-16,256,0.81
678,-20.0,0.0,8,64,0.78
679,-24.0,4.0,10,100,0.77
680,-20.0,0.0,-6,36,0.78
681,-24.0,4.0,2,4,0.78
682,-32.0,12.0,-12,144,0.77
683,-20.0,0.0,20,400,0.8
684,-20.0,0.0,-2,4,0.77
685,-24.0,4.0,-6,36,0.82
686,-20.0,0.0,10,100,0.74
687,-24.0,4.0,2,4,0.8
688,-24.0,4.0,8,64,0.79
689,-24.0,4.0,2,4,0.83
690,-20.0,0.0,0,0,0.83
691,-24.0,4.0,8,64,0.78
692,-24.0,4.0,6,36,0.81
693,-28.0,8.0,-4,16,0.79
694,-20.0,0.0,4,16,0.74
695,-24.0,4.0,-6,36,0.85
696,-20.0,0.0,20,400,0.71
697,-28.0,8.0,-6,36,0.73
698,-20.0,0.0,16,256,0.77
699,-20.0,0.0,10,100,0.63
700,-24.0,4.0,-2,4,0.72
701,-20.0,0.0,-6,36,0.66
702,-28.0,8.0,0,0,0.75
703,-20.0,0.0,-12,144,0.84
704,-24.0,4.0,-10,100,0.73
705,-20.0,0.0,10,100,0.82
706,-20.0,0.0,4,16,0.73
707,-28.0,8.0,-12,144,0.78
708,-20.0,0.0,-2,4,0.77
709,-20.0,0.0,-2,4,0.76
710,-24.0,4.0,-32,1024,0.89
711,-20.0,0.0,-16,256,0.8
712,-28.0,8.0,-14,196,0.85
713,-24.0,4.0,16,256,0.85
714,-20.0,0.0,-16,256,0.82
715,-20.0,0.0,-18,324,0.85
716,-20.0,0.0,-4,16,0.73
717,-20.0,0.0,0,0,0.74
718,-28.0,8.0,8,64,0.84
719,-20.0,0.0,0,0,0.82
720,-28.0,8.0,-10,100,0.85
721,-28.0,8.0,-24,576,0.69
722,-20.0,0.0,-16,256,0.7
723,-28.0,8.0,12,144,0.76
724,-20.0,0.0,-12,144,0.76
725,-32.0,12.0,20,400,0.82
726,-20.0,0.0,18,324,0.81
727,-28.0,8.0,2,4,0.74
728,-20.0,0.0,4,16,0.73
729,-24.0,4.0,-24,576,0.8
730,-24.0,4.0,-8,64,0.8
731,-20.0,0.0,12,144,0.84
732,-20.0,0.0,2,4,0.77
733,-20.0,0.0,0,0,0.73
734,-20.0,0.0,-4,16,0.8
735,-24.0,4.0,-12,144,0.68
736,-24.0,4.0,-2,4,0.75
737,-20.0,0.0,-8,64,0.71
738,-20.0,0.0,-14,196,0.67
739,-24.0,4.0,-8,64,0.73
740,-20.0,0.0,-2,4,0.69
741,-36.0,16.0,-4,16,0.77
742,-28.0,8.0,-14,196,0.91
743,-20.0,0.0,-10,100,0.86
744,-20.0,0.0,-2,4,0.76
745,-20.0,0.0,-6,36,0.74
746,-20.0,0.0,-16,256,0.75
747,-20.0,0.0,-18,324,0.73
748,-20.0,0.0,-30,900,0.72
749,-20.0,0.0,0,0,0.71
750,-20.0,0.0,0,0,0.82
751,-28.0,8.0,6,36,0.75
752,-24.0,4.0,10,100,0.82
753,-20.0,0.0,28,784,0.67
754,-28.0,8.0,0,0,0.7
755,-24.0,4.0,14,196,0.81
756,-20.0,0.0,4,16,0.83
757,-20.0,0.0,-8,64,0.8
758,-24.0,4.0,18,324,0.81
759,-20.0,0.0,4,16,0.79
760,-20.0,0.0,-28,784,0.76
761,-20.0,0.0,-22,484,0.87
762,-20.0,0.0,2,4,0.8
763,-20.0,0.0,2,4,0.66
764,-20.0,0.0,-6,36,0.72
765,-20.0,0.0,-10,100,0.9
766,-20.0,0.0,-20,400,0.73
767,-20.0,0.0,-2,4,0.87
768,-28.0,8.0,-2,4,0.8
769,-24.0,4.0,-4,16,0.89
770,-20.0,0.0,12,144,0.78
771,-20.0,0.0,8,64,0.74
772,-20.0,0.0,8,64,0.72
773,-20.0,0.0,-2,4,0.73
774,-24.0,4.0,10,100,0.76
775,-24.0,4.0,24,576,0.73
776,-24.0,4.0,-2,4,0.77
777,-20.0,0.0,28,784,0.83
778,-20.0,0.0,-14,196,0.75
779,-24.0,4.0,4,16,0.83
780,-20.0,0.0,-6,36,0.83
781,-24.0,4.0,26,676,0.92
782,-20.0,0.0,-4,16,0.83
783,-32.0,12.0,-6,36,0.79
784,-20.0,0.0,8,64,0.67
785,-32.0,12.0,6,36,0.69
786,-24.0,4.0,8,64,0.79
787,-28.0,8.0,-8,64,0.68
788,-20.0,0.0,-18,324,0.77
789,-24.0,4.0,-4,16,0.77
790,-20.0,0.0,-14,196,0.77
791,-24.0,4.0,-14,196,0.8
792,-24.0,4.0,2,4,0.8
793,-20.0,0.0,24,576,0.73
794,-20.0,0.0,28,784,0.74
795,-20.0,0.0,0,0,0.7
796,-20.0,0.0,-10,100,0.85
797,-20.0,0.0,8,64,0.77
798,-20.0,0.0,-8,64,0.72
799,-20.0,0.0,-8,64,0.8
800,-20.0,0.0,-22,484,0.79
801,-28.0,8.0,-4,16,0.73
802,-20.0,0.0,-14,196,0.65
803,-24.0,4.0,-16,256,0.81
804,-24.0,4.0,-2,4,0.75
805,-28.0,8.0,20,400,0.87
806,-24.0,4.0,30,900,0.71
807,-24.0,4.0,-4,16,0.75
808,-20.0,0.0,-14,196,0.83
809,-20.0,0.0,-10,100,0.76
810,-24.0,4.0,-6,36,0.82
811,-24.0,4.0,4,16,0.79
812,-24.0,4.0,-2,4,0.83
813,-24.0,4.0,0,0,0.79
814,-20.0,0.0,8,64,0.74
815,-20.0,0.0,20,400,0.66
816,-28.0,8.0,34,1156,0.85
817,-24.0,4.0,4,16,0.85
818,-20.0,0.0,-14,196,0.79
819,-20.0,0.0,-8,64,0.79
820,-20.0,0.0,4,16,0.78
821,-32.0,12.0,-10,100,0.71
822,-20.0,0.0,6,36,0.76
823,-20.0,0.0,-8,64,0.79
824,-20.0,0.0,4,16,0.72
825,-24.0,4.0,6,36,0.75
826,-20.0,0.0,28,784,0.85
827,-20.0,0.0,4,16,0.84
828,-20.0,0.0,20,400,0.82
829,-24.0,4.0,26,676,0.81
830,-20.0,0.0,12,144,0.81
831,-20.0,0.0,14,196,0.73
832,-28.0,8.0,2,4,0.72
833,-20.0,0.0,0,0,0.71
834,-28.0,8.0,-2,4,0.77
835,-20.0,0.0,-4,16,0.75
836,-24.0,4.0,-20,400,0.74
837,-20.0,0.0,-16,256,0.82
838,-32.0,12.0,-10,100,0.85
839,-20.0,0.0,4,16,0.87
840,-20.0,0.0,-8,64,0.68
841,-28.0,8.0,-6,36,0.79
842,-20.0,0.0,8,64,0.81
843,-20.0,0.0,8,64,0.82
844,-20.0,0.0,8,64,0.76
845,-24.0,4.0,18,324,0.73
846,-24.0,4.0,12,144,0.77
847,-20.0,0.0,2,4,0.71
848,-24.0,4.0,8,64,0.83
849,-20.0,0.0,-12,144,0.78
850,-20.0,0.0,-8,64,0.7
851,-20.0,0.0,10,100,0.75
852,-20.0,0.0,16,256,0.77
853,-20.0,0.0,36,1296,0.78
854,-20.0,0.0,14,196,0.79
855,-20.0,0.0,4,16,0.81
856,-36.0,16.0,36,1296,0.86
857,-20.0,0.0,42,1764,0.73
858,-20.0,0.0,24,576,0.81
859,-24.0,4.0,22,484,0.73
860,-20.0,0.0,16,256,0.73
861,-24.0,4.0,18,324,0.67
862,-24.0,4.0,-6,36,0.82
863,-24.0,4.0,-14,196,0.82
864,-20.0,0.0,-2,4,0.74
865,-20.0,0.0,22,484,0.78
866,-28.0,8.0,10,100,0.72
867,-24.0,4.0,4,16,0.67
868,-28.0,8.0,14,196,0.81
869,-20.0,0.0,10,100,0.8
870,-20.0,0.0,-6,36,0.72
871,-28.0,8.0,10,100,0.82
872,-24.0,4.0,10,100,0.72
873,-20.0,0.0,14,196,0.68
874,-24.0,4.0,-8,64,0.81
875,-20.0,0.0,8,64,0.72
876,-32.0,12.0,-4,16,0.76
877,-28.0,8.0,-2,4,0.69
878,-20.0,0.0,-12,144,0.73
879,-20.0,0.0,2,4,0.81
880,-32.0,12.0,-18,324,0.84
881,-24.0,4.0,0,0,0.89
882,-28.0,8.0,-4,16,0.74
883,-20.0,0.0,-4,16,0.84
884,-28.0,8.0,-8,64,0.88
885,-28.0,8.0,22,484,0.77
886,-20.0,0.0,6,36,0.82
887,-20.0,0.0,14,196,0.86
888,-24.0,4.0,12,144,0.71
889,-20.0,0.0,-8,64,0.82
890,-20.0,0.0,2,4,0.79
891,-28.0,8.0,0,0,0.79
892,-20.0,0.0,12,144,0.78
893,-28.0,8.0,-10,100,0.89
894,-20.0,0.0,-8,64,0.71
895,-20.0,0.0,-34,1156,0.81
896,-24.0,4.0,-16,256,0.81
897,-28.0,8.0,-10,100,0.75
898,-20.0,0.0,0,0,0.71
899,-20.0,0.0,-4,16,0.88
900,-20.0,0.0,6,36,0.81
901,-20.0,0.0,32,1024,0.75
902,-24.0,4.0,8,64,0.8
903,-24.0,4.0,20,400,0.74
904,-20.0,0.0,-2,4,0.73
905,-20.0,0.0,10,100,0.72
906,-20.0,0.0,8,64,0.79
907,-28.0,8.0,-20,400,0.84
908,-20.0,0.0,-10,100,0.97
909,-20.0,0.0,0,0,0.79
910,-20.0,0.0,4,16,0.9
911,-20.0,0.0,-6,36,0.79
912,-32.0,12.0,24,576,0.75
913,-20.0,0.0,-12,144,0.88
914,-24.0,4.0,20,400,0.84
915,-24.0,4.0,26,676,0.87
916,-24.0,4.0,16,256,0.91
917,-28.0,8.0,-6,36,0.83
918,-20.0,0.0,8,64,0.87
919,-24.0,4.0,0,0,0.72
920,-20.0,0.0,4,16,0.82
921,-20.0,0.0,0,0,0.68
922,-32.0,12.0,0,0,0.88
923,-20.0,0.0,-10,100,0.79
924,-20.0,0.0,-8,64,0.77
925,-20.0,0.0,-12,144,0.7
926,-20.0,0.0,4,16,0.74
927,-24.0,4.0,18,324,0.81
928,-28.0,8.0,2,4,0.82
929,-20.0,0.0,2,4,0.78
930,-20.0,0.0,6,36,0.72
931,-20.0,0.0,2,4,0.8
932,-20.0,0.0,-14,196,0.82
933,-20.0,0.0,-6,36,0.8
934,-20.0,0.0,2,4,0.72
935,-24.0,4.0,-18,324,0.78
936,-24.0,4.0,-2,4,0.9
937,-20.0,0.0,8,64,0.75
938,-28.0,8.0,2,4,0.81
939,-20.0,0.0,-10,100,0.76
940,-20.0,0.0,0,0,0.71
941,-20.0,0.0,2,4,0.79
942,-20.0,0.0,-8,64,0.79
943,-24.0,4.0,-18,324,0.75
944,-28.0,8.0,2,4,0.82
945,-20.0,0.0,2,4,0.74
946,-20.0,0.0,-10,100,0.74
947,-20.0,0.0,-12,144,0.83
948,-28.0,8.0,-10,100,0.85
949,-20.0,0.0,0,0,0.71
950,-24.0,4.0,0,0,0.74
951,-20.0,0.0,8,64,0.68
952,-20.0,0.0,4,16,0.86
953,-20.0,0.0,-14,196,0.75
954,-20.0,0.0,-14,196,0.84
955,-20.0,0.0,0,0,0.73
956,-20.0,0.0,2,4,0.89
957,-20.0,0.0,10,100,0.74
958,-20.0,0.0,10,100,0.72
959,-20.0,0.0,4,16,0.79
960,-24.0,4.0,10,100,0.75
961,-20.0,0.0,-4,16,0.87
962,-20.0,0.0,22,484,0.79
963,-20.0,0.0,8,64,0.75
964,-20.0,0.0,0,0,0.68
965,-20.0,0.0,-2,4,0.71
966,-28.0,8.0,6,36,0.68
967,-20.0,0.0,-2,4,0.72
968,-24.0,4.0,4,16,0.77
969,-20.0,0.0,-8,64,0.72
970,-20.0,0.0,0,0,0.82
971,-24.0,4.0,0,0,0.76
972,-20.0,0.0,-22,484,0.75
973,-20.0,0.0,-8,64,0.81
974,-20.0,0.0,6,36,0.73
975,-20.0,0.0,-12,144,0.79
976,-20.0,0.0,0,0,0.72
977,-20.0,0.0,-8,64,0.88
978,-20.0,0.0,-4,16,0.66
979,-24.0,4.0,16,256,0.8
980,-20.0,0.0,16,256,0.74
981,-20.0,0.0,4,16,0.82
982,-20.0,0.0,0,0,0.84
983,-28.0,8.0,-16,256,0.82
984,-24.0,4.0,-6,36,0.81
985,-20.0,0.0,4,16,0.79
986,-20.0,0.0,18,324,0.89
987,-24.0,4.0,6,36,0.74
988,-20.0,0.0,12,144,0.65
989,-20.0,0.0,-16,256,0.86
990,-20.0,0.0,-6,36,0.81
991,-20.0,0.0,8,64,0.77
992,-24.0,4.0,-4,16,0.76
993,-24.0,4.0,-4,16,0.82
994,-20.0,0.0,-4,16,0.74
995,-24.0,4.0,-10,100,0.81
996,-24.0,4.0,-8,64,0.83
997,-24.0,4.0,-16,256,0.82
998,-20.0,0.0,-4,16,0.7
999,-20.0,0.0,10,100,0.81
1000,-20.0,0.0,-16,256,0.79
1001,-20.0,0.0,-6,36,0.77
1002,-24.0,4.0,-6,36,0.84
1003,-24.0,4.0,10,100,0.68
1004,-20.0,0.0,14,196,0.8
1005,-20.0,0.0,-20,400,0.69
1006,-20.0,0.0,0,0,0.72
1007,-24.0,4.0,8,64,0.78
1008,-20.0,0.0,2,4,0.77
1009,-24.0,4.0,-6,36,0.84
1010,-24.0,4.0,-2,4,0.82
1011,-20.0,0.0,-16,256,0.73
1012,-28.0,8.0,-6,36,0.73
1013,-20.0,0.0,-18,324,0.78
1014,-20.0,0.0,-26,676,0.74
1015,-20.0,0.0,-14,196,0.74
1016,-28.0,8.0,-20,400,0.75
1017,-32.0,12.0,-10,100,0.75
1018,-20.0,0.0,26,676,0.82
1019,-28.0,8.0,-10,100,0.82
1020,-28.0,8.0,-8,64,0.73
1021,-20.0,0.0,4,16,0.8
1022,-20.0,0.0,8,64,0.78
1023,-24.0,4.0,-4,16,0.78
1024,-24.0,4.0,14,196,0.85
1025,-24.0,4.0,16,256,0.73
1026,-24.0,4.0,4,16,0.74
1027,-32.0,12.0,-4,16,0.72
1028,-20.0,0.0,20,400,0.8
1029,-20.0,0.0,2,4,0.79
1030,-20.0,0.0,2,4,0.78
1031,-20.0,0.0,-6,36,0.8
1032,-20.0,0.0,14,196,0.72
1033,-20.0,0.0,6,36,0.8
1034,-20.0,0.0,4,16,0.69
1035,-28.0,8.0,-4,16,0.7
1036,-24.0,4.0,-8,64,0.82
1037,-20.0,0.0,2,4,0.99
1038,-24.0,4.0,8,64,0.75
1039,-20.0,0.0,6,36,0.75
1040,-20.0,0.0,2,4,0.72
1041,-24.0,4.0,18,324,0.84
1042,-20.0,0.0,8,64,0.83
1043,-20.0,0.0,14,196,0.87
1044,-20.0,0.0,16,256,0.77
1045,-20.0,0.0,-12,144,0.76
1046,-20.0,0.0,2,4,0.79
1047,-28.0,8.0,-12,144,0.77
1048,-20.0,0.0,6,36,0.67
1049,-36.0,16.0,6,36,0.86
1050,-20.0,0.0,-10,100,0.86
1051,-24.0,4.0,18,324,0.7
1052,-20.0,0.0,22,484,0.72
1053,-20.0,0.0,6,36,0.76
1054,-24.0,4.0,-10,100,0.66
1055,-20.0,0.0,-16,256,0.73
1056,-20.0,0.0,4,16,0.84
1057,-20.0,0.0,2,4,0.65
1058,-28.0,8.0,28,784,0.83
1059,-20.0,0.0,10,100,0.77
1060,-20.0,0.0,8,64,0.83
1061,-20.0,0.0,-28,784,0.82
1062,-20.0,0.0,-18,324,0.77
1063,-20.0,0.0,-16,256,0.73
1064,-20.0,0.0,0,0,0.68
1065,-20.0,0.0,8,64,0.84
1066,-24.0,4.0,6,36,0.71
1067,-20.0,0.0,-18,324,0.7
1068,-20.0,0.0,-14,196,0.78
1069,-20.0,0.0,4,16,0.81
1070,-20.0,0.0,24,576,0.8
1071,-20.0,0.0,16,256,0.8
1072,-28.0,8.0,2,4,0.79
1073,-24.0,4.0,20,400,0.83
1074,-24.0,4.0,0,0,0.74
1075,-20.0,0.0,4,16,0.64
1076,-20.0,0.0,4,16,0.8
1077,-20.0,0.0,18,324,0.49
1078,-20.0,0.0,0,0,0.75
1079,-20.0,0.0,10,100,0.91
1080,-20.0,0.0,14,196,0.88
1081,-24.0,4.0,-2,4,0.8
1082,-20.0,0.0,0,0,0.77
1083,-20.0,0.0,-4,16,0.7
1084,-20.0,0.0,2,4,0.77
1085,-24.0,4.0,4,16,0.83
1086,-20.0,0.0,4,16,0.8
1087,-24.0,4.0,-4,16,0.9
1088,-20.0,0.0,-4,16,0.68
1089,-20.0,0.0,-4,16,0.84
1090,-20.0,0.0,10,100,0.75
1091,-20.0,0.0,2,4,0.8
1092,-24.0,4.0,8,64,0.71
1093,-24.0,4.0,2,4,0.79
1094,-32.0,12.0,-2,4,0.74
1095,-20.0,0.0,4,16,0.89
1096,-20.0,0.0,-4,16,0.66
1097,-20.0,0.0,4,16,0.72
1098,-24.0,4.0,-10,100,0.71
1099,-20.0,0.0,14,196,0.76
1100,-20.0,0.0,-8,64,0.71
1101,-28.0,8.0,-4,16,0.82
1102,-24.0,4.0,-22,484,0.85
1103,-28.0,8.0,-18,324,0.66
1104,-20.0,0.0,-6,36,0.8
1105,-20.0,0.0,-2,4,0.72
1106,-24.0,4.0,-12,144,0.71
1107,-20.0,0.0,0,0,0.82
1108,-24.0,4.0,-16,256,0.8
1109,-20.0,0.0,-22,484,0.87
1110,-24.0,4.0,2,4,0.84
1111,-28.0,8.0,0,0,0.85
1112,-20.0,0.0,-22,484,0.81
1113,-20.0,0.0,-20,400,0.73
1114,-20.0,0.0,6,36,0.67
1115,-20.0,0.0,0,0,0.81
1116,-28.0,8.0,-10,100,0.85
1117,-20.0,0.0,8,64,0.81
1118,-20.0,0.0,20,400,0.7
1119,-20.0,0.0,-4,16,0.76
1120,-32.0,12.0,4,16,0.84
1121,-20.0,0.0,0,0,0.82
1122,-24.0,4.0,-22,484,0.89
1123,-20.0,0.0,-16,256,0.77
1124,-24.0,4.0,24,576,0.76
1125,-24.0,4.0,16,256,0.78
1126,-20.0,0.0,-4,16,0.74
1127,-24.0,4.0,8,64,0.82
1128,-28.0,8.0,6,36,0.77
1129,-20.0,0.0,26,676,0.86
1130,-20.0,0.0,16,256,0.87
1131,-20.0,0.0,16,256,0.68
1132,-20.0,0.0,-16,256,0.82
1133,-24.0,4.0,-6,36,0.71
1134,-20.0,0.0,2,4,0.86
1135,-20.0,0.0,-8,64,0.69
1136,-20.0,0.0,4,16,0.78
1137,-20.0,0.0,-8,64,0.66
1138,-24.0,4.0,6,36,0.81
1139,-24.0,4.0,-6,36,0.82
1140,-20.0,0.0,4,16,0.77
1141,-24.0,4.0,0,0,0.7
1142,-20.0,0.0,14,196,0.65
1143,-32.0,12.0,24,576,0.77
1144,-20.0,0.0,14,196,0.81
1145,-24.0,4.0,10,100,0.84
1146,-20.0,0.0,8,64,0.85
1147,-20.0,0.0,-6,36,0.81
1148,-24.0,4.0,-8,64,0.79
1149,-20.0,0.0,12,144,0.76
1150,-24.0,4.0,-8,64,0.82
1151,-20.0,0.0,-4,16,0.74
1152,-20.0,0.0,-6,36,0.73
1153,-24.0,4.0,0,0,0.81
1154,-20.0,0.0,10,100,0.73
1155,-28.0,8.0,28,784,0.71
1156,-20.0,0.0,10,100,0.83
1157,-20.0,0.0,12,144,0.73
1158,-20.0,0.0,4,16,0.74
1159,-20.0,0.0,-10,100,0.73
1160,-20.0,0.0,10,100,0.74
1161,-24.0,4.0,22,484,0.78
1162,-20.0,0.0,14,196,0.74
1163,-28.0,8.0,-18,324,0.82
1164,-20.0,0.0,-10,100,0.76
1165,-20.0,0.0,14,196,0.78
1166,-20.0,0.0,-18,324,0.82
1167,-20.0,0.0,8,64,0.77
1168,-28.0,8.0,4,16,0.76
1169,-20.0,0.0,-24,576,0.82
1170,-20.0,0.0,-18,324,0.67
1171,-24.0,4.0,6,36,0.74
1172,-24.0,4.0,24,576,0.87
1173,-24.0,4.0,0,0,0.76
1174,-20.0,0.0,-10,100,0.71
1175,-20.0,0.0,-2,4,0.82
1176,-24.0,4.0,-20,400,0.81
1177,-20.0,0.0,-10,100,0.79
1178,-20.0,0.0,10,100,0.78
1179,-20.0,0.0,-8,64,0.77
1180,-28.0,8.0,-16,256,0.76
1181,-20.0,0.0,-14,196,0.79
1182,-28.0,8.0,-8,64,0.81
1183,-20.0,0.0,-18,324,0.79
1184,-20.0,0.0,2,4,0.74
1185,-24.0,4.0,-10,100,0.74
1186,-20.0,0.0,-4,16,0.73
1187,-20.0,0.0,-10,100,0.75
1188,-20.0,0.0,8,64,0.79
1189,-20.0,0.0,10,100,0.79
1190,-24.0,4.0,12,144,0.83
1191,-20.0,0.0,16,256,0.78
1192,-20.0,0.0,22,484,0.73
